"miRNA"	"precursor"	"geomeanM"	"geomeanMN"	"geomeanP"	"geomeanPN"	"medianM"	"medianMN"	"medianP"	"medianPN"	"maxM"	"maxMN"	"maxP"	"maxPN"	"BFDR_MNminPN"	"BFDR_MNminM"	"BFDR_MminP"	"BFDR_PNminP"	"BFDR_MNminPNcorr"	"logfc_MNminPN"	"logfc_MNminM"	"logfc_MminP"	"logfc_PNminP"	"logfc_MNminPNcorr"
"hsa-miR-3150a-3p"	"hsa-mir-3150a"	0.17	0.12	0.27	0.18	0	0	0	0	1	2	4	2	0.451404283746156	0.303595190528031	0.636469664249476	0.385761336782573	0.495922090977096	0.0267481900625146	0.129727223733419	-0.0455840967093332	-0.0428017167245532	-0.0566271011793781
"hsa-miR-3150b-3p"	"hsa-mir-3150b"	2.41	1.39	3.22	7.04	2	0	3	8	44	4	45	28	5.30206467416553e-07	0.000589981158120148	0.72625962251278	0.00632704495525825	0.749223148943135	-2.52762862655117	-1.90203055875643	-0.00247630178416864	0.585217903090675	2.62086796624215
"hsa-miR-3157-3p"	"hsa-mir-3157"	1.81	1.93	1.37	2.1	2	3	2	2	7	14	4	6	0.333437569123954	0.409849266805341	0.414660491712039	0.206707594230846	0.547892635739887	0.0743561819847045	0.0366279449211192	0.115168242128209	0.166063191229488	0.00574335095757833
"hsa-miR-3173-3p"	"hsa-mir-3173"	0.18	0.12	0.23	0.0900000000000001	0	0	0	0	2	1	5	1	0.413177690259674	0.259671770365353	0.631181045987004	0.210492162846792	0.521641247804581	-0.0186999619469753	-0.202537650994545	-0.0446344419779575	-0.313022777976356	-0.00739352791864409
"hsa-miR-3177-3p"	"hsa-mir-3177"	2.43	1.29	2.15	0.75	3	1	2	1	27	3	7	4	0.447589166831213	0.000991530356312994	0.758735272688373	0.000806065741077764	0.329221184295261	-0.0409034703278527	-1.43694498536035	0.0129418955889142	-0.852848891687806	0.212414643095651
"hsa-miR-3187-3p"	"hsa-mir-3187"	0.86	0.6	0.49	0.49	1	0	1	1	14	3	13	4	0.199454574343001	0.0252268847724677	0.724540839589682	0.202480351614422	0.687019525752023	-0.293972701144407	-1.0649943944867	-0.00646924044174722	-0.249523362352569	0.284111714816854
"hsa-miR-3189-3p"	"hsa-mir-3189"	0.35	0.0900000000000001	0.42	0.03	0	0	0	0	3	0	4	0	0.342938712347862	0.0290292228601046	0.581723389664254	0.00599235985872477	0.477428650056095	0.0144955645367099	-1.30972080364676	-0.0634536395609481	-1.45579719929133	0.0129538809000063
"hsa-miR-3190-3p"	"hsa-mir-3190"	0.19	0.23	0.29	0.27	0	0	0	0	2	2	2	4	0.45624658114233	0.281353117217322	0.583335228347635	0.411426013269691	0.502185058641407	-0.0257049987079336	0.159712830621927	-0.0619749898275807	0.0430916685605852	-0.0613573688669923
"hsa-miR-3191-3p"	"hsa-mir-3191"	0.0600000000000001	0.11	0	0	0	0	0	0	1	1	1	0	0.135663861035293	0.337838903089857	0.643803599905051	0.124675830167201	0.302388167362926	0.620411974197635	0.0759628023632857	-0.0361606569587985	-0.548913464649948	-0.337254023405682
"hsa-miR-3194-3p"	"hsa-mir-3194"	0.59	0.71	0.76	1.03	1	1	1	1	3	5	3	5	0.490273134026304	0.217932959088723	0.720812735700655	0.163780953552221	0.523862238741081	0.000654168784861919	0.199303571180948	0.0118952969066491	0.308697510880046	0.005048540816093
"hsa-miR-3200-3p"	"hsa-mir-3200"	17.1	10	16.7	6.8	17	4	16.5	7	181	14	184	13	0.17535808194156	2.95064360628197e-05	0.74256015296861	3.36864842395196e-06	0.263472387610697	-0.154777089608742	-1.55239990982882	0.00808906977031494	-1.21927264154695	0.219078573397152
"hsa-miR-323a-3p"	"hsa-mir-323a"	9.5	10.8	10.7	13.5	9	9	13.5	12	62	26	36	33	0.203751292761884	0.389990889093658	0.0587670715963322	0.476671830386889	0.714559689830886	-0.169577562806677	-0.0327823900405892	-0.257553901742129	-0.00771270692770801	0.0891241100092478
"hsa-miR-323b-3p"	"hsa-mir-323b"	6.24	6.57	7.92	6.79	7	5	9	7	40	19	25	14	0.480231389440477	0.398805493894956	0.684303512847591	0.310896426592142	0.680588167586684	-0.0180344994877767	-0.0436202067917292	-0.0257312859005317	-0.0737559205007297	0.00826620189672257
"hsa-miR-32-3p"	"hsa-mir-32"	15.7	16.9	17.1	22	16	18	19.5	24	45	29	60	34	0.368978569835119	0.41473387215816	0.680376381688436	0.454325170630458	0.708100685765184	-0.0395484191019909	0.0253673095671543	-0.0259649196671164	0.0185517065835781	0.0106734978899335
"hsa-miR-324-3p"	"hsa-mir-324"	54.2	43.4	46.3	45.6	50	37	47	46	205	84	159	81	0.468215412271993	0.213350857814602	0.756192313423517	0.475115906933741	0.221491328260084	-0.019944536583092	-0.114848130611548	0.00132934547484908	-0.00926638667100159	0.161645501429475
"hsa-miR-328-3p"	"hsa-mir-328"	51.7	62.3	50.5	73.2	55	101	45.5	73	113	209	130	156	0.066527108827496	1.63101984237244e-05	0.653545933083713	0.000182972232186106	0.636789220417274	0.238139003819538	0.690017704083317	0.0318903694764335	0.44659929867897	-0.0361994924913732
"hsa-miR-330-3p"	"hsa-mir-330"	22.5	15.6	24.1	27.4	25	13	21	29	70	43	102	51	9.41982570414918e-05	0.0306773340870421	0.753966169146751	0.49191952880946	0.746872898282237	-0.739576168799673	-0.416278383968653	-0.000804284628006801	0.0113543074266289	0.794164897868835
"hsa-miR-331-3p"	"hsa-mir-331"	203	215	157	195	220	216	207.5	228	709	440	821	373	0.487709974034674	0.448515655348486	0.741169168115562	0.43361210433474	0.649313884963482	0.0145379433774167	0.00924890020011232	-0.0102107185966895	-0.0272680844409768	-0.0148480267768566
"hsa-miR-335-3p"	"hsa-mir-335"	1679	1079	1809	695	1664	546	1923	704	4354	1716	5574	1220	0.477117294966998	2.20354154508153e-07	0.736173231262455	7.12685569495588e-09	0.696758137151031	-0.0179011547579082	-1.15183617870528	-0.0114944303572047	-1.03962542524677	0.00971887670874077
"hsa-miR-337-3p"	"hsa-mir-337"	10.8	17.7	12.1	19.7	13	19	17.5	17	54	41	47	50	0.502251732770684	0.298468903509571	0.730046798533731	0.414590774832016	0.635347496339387	-0.00646471311780898	0.0909620961942439	-0.0248844991309126	0.0339983202620279	-0.0184354167823482
"hsa-miR-338-3p"	"hsa-mir-338"	222	239	213	611	220	183	181.5	637	2636	4625	1681	1471	0.467686672234414	0.442703636362654	0.689540145366614	0.00263217934906831	0.0569225956742813	-0.0240054640821145	0.00687563467597938	0.0259042222275985	0.699795157767962	0.601680602232922
"hsa-miR-339-3p"	"hsa-mir-339"	376	292	357	347	388	249	338	333	1454	395	1025	523	0.0478217612083922	0.00636521981854129	0.751473981224899	0.445033482842414	0.153980428486412	-0.237138472115145	-0.492019044170255	0.00247283897333123	-0.0174562612955852	0.20159972541289
"hsa-miR-33a-3p"	"hsa-mir-33a"	6.4	12.9	4.33	10	6	22	9.5	12	32	72	44	22	0.000129340308818674	0.000453682991050303	0.601745352363146	0.463465590904819	0.00157278070144863	0.783774946265424	0.969021074083532	-0.0338545957408555	0.0181613594894991	-0.948952381176659
"hsa-miR-33b-3p"	"hsa-mir-33b"	3.13	6.66	3.35	5.99	3	8	5	6	21	46	30	23	0.129708069543755	0.00574603298100812	0.323604508849126	0.44690566021491	0.0311917121815503	0.298213677530826	1.14108132077718	-0.169088008741504	0.0237714639573701	-0.766328122659999
"hsa-miR-340-3p"	"hsa-mir-340"	24.6	29.8	20.2	33.1	30	84	22.5	34	58	144	49	85	0.00115529167649924	2.33465855488676e-06	0.662975984526236	0.00282849189274738	0.660274221898274	0.672245896527093	0.904362037140976	0.0301802347781709	0.440588116929232	-0.380371253216834
"hsa-miR-342-3p"	"hsa-mir-342"	481	531	585	790	462	669	475	888	1655	2031	2603	1836	0.444285550800484	0.134160780143824	0.66914167401295	0.309113652984597	0.702074121010581	-0.0290180189586738	0.205852898534335	-0.029156239537207	0.13962888611929	0.0167129928401244
"hsa-miR-345-3p"	"hsa-mir-345"	0.42	0.51	0.68	0.2	0	0	1	0	5	2	4	1	0.231542386610576	0.393537868029799	0.474183244612121	0.0340464290076876	0.247805185226718	0.242177171139818	0.0469050987693376	-0.106096147068179	-0.714763871495234	-0.344223707114972
"hsa-miR-34a-3p"	"hsa-mir-34a"	6.11	6.54	5.49	3.42	7	7	7	4	28	18	22	11	0.00107627201672449	0.43292343725094	0.745124522868926	0.0133070330245441	0.646622697861465	0.557755443417672	-0.00020745888993309	0.0031732382698244	-0.459837171943324	-0.239762407856721
"hsa-miR-34b-3p"	"hsa-mir-34b"	2.25	1.74	2.27	1.43	2	0	1	2	286	341	9	4	0.000414660240118981	0.19867216243948	0.00832334991744607	0.259806051277978	0.640523611489573	3.18265305215272	0.452760045673122	0.58628965362897	-0.131600138000245	-0.864663132246549
"hsa-miR-34c-3p"	"hsa-mir-34c"	2.93	1.88	2.73	1.31	2	0	2	1	249	190	15	4	0.00197761174364458	0.420740066296009	0.174953111103217	0.0372013904309645	0.635533100476488	3.22563977882203	0.0793751605177425	0.441402163521425	-0.518385917978146	-0.704616309254604
"hsa-miR-3605-3p"	"hsa-mir-3605"	14.9	13.4	18.4	16.2	15	16	13.5	15	61	62	132	36	0.436183059846453	0.456339458713005	0.737681279834694	0.405596226996396	0.598157352434934	0.0299631025738484	0.00300501456591	-0.0114896088690607	0.0309326852802625	-0.0310384124034468
"hsa-miR-3607-3p"	"hsa-mir-3607"	48.5	55.1	13.1	50.5	70	88	61	62	294	172	525	263	0.495125340756546	0.386706706580267	0.617467150750266	0.303345259016808	0.566179753363756	0.00554624301258517	-0.0462436130128742	-0.0390173570629129	-0.0958835911623063	-0.0428349292074507
"hsa-miR-3613-3p"	"hsa-mir-3613"	5.08	6.47	4.09	6.29	6	7	5.5	6	29	19	30	13	0.452216436438618	0.406373722350657	0.759336363690513	0.294907005619277	0.605737194725412	0.0312371390281649	0.0361979791188424	0.00155812021738724	0.0272047061887535	-0.0286069521935701
"hsa-miR-361-3p"	"hsa-mir-361"	351	373	316	498	327	384	357	535	1328	910	672	850	0.322947300223445	0.455498650534356	0.739777301750707	0.00967106639788297	0.304740338278761	-0.0528749747342211	0.00572268090157811	0.0115280022286658	0.320770701893083	0.136791455270246
"hsa-miR-3614-3p"	"hsa-mir-3614"	0.45	1.05	0.55	1.48	0	2	1	2	5	3	4	5	0.49384763591702	0.000673709309350218	0.448942369333653	0.00395564827329627	0.550922960492927	-0.0059103565441433	1.30156509035026	-0.117838349382677	0.773703078007712	-0.0482251017190441
"hsa-miR-3617-3p"	"hsa-mir-3617"	0.22	0.18	0.18	0	0	0	0	0	2	1	7	0	0.131199805483164	0.123294148591221	0.644006689173408	0.0352794979028096	0.277837394015009	0.62965143507843	-0.540772803776829	-0.0427525052453213	-1.13215879528177	-0.389450878655587
"hsa-miR-3620-3p"	"hsa-mir-3620"	0.82	0.39	1.07	0.82	1	0	0	1	8	2	16	3	0.0336195856708856	0.129161725259464	0.589270147604431	0.376127828701209	0.703454477683845	-0.766934442983278	-0.453805930577567	-0.0618421017479478	-0.062345649266389	0.432517519322509
"hsa-miR-3622a-3p"	"hsa-mir-3622a"	0.2	0.35	0.21	1.05	0	0	0	1	3	10	2	6	0.373757338208344	0.0883004432382534	0.711413827210566	0.000197472236523224	0.629520234360198	-0.0821293422167573	0.620905667689632	-0.0043025812551392	1.38501703893279	0.0701464799831304
"hsa-miR-3622b-3p"	"hsa-mir-3622b"	0.04	0.0800000000000001	0	0.0600000000000001	0	0	0	0	2	2	1	1	0.335738405005189	0.119966773686169	0.649932025708516	0.228330857174701	0.451046706884099	0.146613524605559	0.70838315109416	-0.0328034108895036	0.299626057478231	-0.0588622622754263
"hsa-miR-362-3p"	"hsa-mir-362"	9.9	9.6	9.4	15.3	13	13	8	17	76	34	33	32	0.508397114604015	0.452136950351411	0.352104339633343	0.0287551910330617	0.261759501115211	-0.00167869179636795	0.00762013452747483	0.140653333222232	0.39461621623743	0.176538199115565
"hsa-miR-363-3p"	"hsa-mir-363"	77.5	140	92.4	229	65	289	70.5	205	822	1405	671	2462	0.464238472162895	5.20910853502232e-07	0.74689823645767	1.34928792872744e-06	0.637499444494246	-0.0274092976995582	1.45115441401655	-0.00449116414378904	1.21442281552794	-0.0105646713922361
"hsa-miR-365a-3p"	"hsa-mir-365a"	94.9	154	91	91.8	90	409	98.5	78	289	707	201	362	4.19736021108232e-05	3.66285398635144e-06	0.75885112913397	0.47407819743784	0	1.0915523379993	1.05169566069746	-0.00615417185348388	0.011782745353153	-1.08599039410488
"hsa-miR-365b-3p"	"hsa-mir-365b"	94.9	154	91	91.9	90	409	98.5	78	289	707	201	362	4.03449063830004e-05	3.4597244814384e-06	0.71585726604418	0.470457201574805	0	1.09113915411174	1.05214730481059	-0.0189038773643195	0.0127227436544984	-1.08530723187384
"hsa-miR-3664-3p"	"hsa-mir-3664"	3.39	3.82	3.51	4.03	4	6	3	5	26	14	21	14	0.377456395475264	0.316568822363684	0.737981489742195	0.4261555076378	0.574688083368358	0.0643596102878512	0.0651398845239435	0.00364732785663405	0.0349612783789883	-0.016298919738853
"hsa-miR-3667-3p"	"hsa-mir-3667"	0.27	0.19	0.16	0.0900000000000001	0	0	0	0	4	7	2	1	0.0324202366157832	0.241754275258719	0.424070514660314	0.404417953018236	0.551180027052538	1.21351141743466	0.224567871325248	0.124348175123929	-0.0306081282050078	-0.218662790242539
"hsa-miR-3675-3p"	"hsa-mir-3675"	0.04	0.05	0	0	0	0	0	0	2	0	2	0	0.343313746277341	0.229117025752881	0.629143615304054	0.209653665485841	0.475870537441784	0.0144955645367099	-0.252758359790974	-0.0407838848707483	-0.336657191853695	0.0384924308164909
"hsa-miR-3677-3p"	"hsa-mir-3677"	5.68	3.88	7.88	4.2	6	2	7	4	20	8	32	9	0.000929196780691703	0.0078754555560876	0.293595829865854	0.131790683493372	0.723501708738402	-0.701330453483694	-0.958124774755138	-0.143567448441602	-0.335663217143097	0.270688043154438
"hsa-miR-3679-3p"	"hsa-mir-3679"	0.15	0.0700000000000001	0.0800000000000001	0.13	0	0	0	0	2	1	3	2	0.300162025777391	0.252128339668927	0.626383309289095	0.316207567472613	0.593789238825954	-0.169648410213532	-0.233370199509141	-0.0485346296064815	-0.132062535853285	0.186009324570811
"hsa-miR-3682-3p"	"hsa-mir-3682"	0.1	0.0800000000000001	0.13	0	0	0	0	0	2	1	2	0	0.131695538935164	0.289983219029075	0.551191437540093	0.0770160799217298	0.326743361949071	0.629615256191853	0.165821094554887	-0.0754385274676798	-0.730776016711084	-0.279925931729734
"hsa-miR-3691-3p"	"hsa-mir-3691"	0.13	0.13	0.0800000000000001	0.13	0	0	0	0	1	1	3	1	0.296042525555877	0.202024473053541	0.619199503546551	0.2526910008468	0.568699163872643	-0.175824818660345	-0.342215360758657	-0.0511387703941954	-0.228430035979519	0.101534833275512
"hsa-miR-369-3p"	"hsa-mir-369"	23.2	37.9	27.5	37.2	28	46	41.5	34	98	129	139	100	0.396558861560897	0.0226560089565883	0.287386042462051	0.470974446846557	0.110566331953888	0.0485002341160882	0.468306768611908	-0.17279747291122	-0.0114228289078046	-0.342300916675629
"hsa-miR-370-3p"	"hsa-mir-370"	18.7	21.1	27.2	19.5	18	19	26	21	139	61	147	44	0.489505350227457	0.440201400901071	0.592283252791424	0.0898932475273296	0.406305444183743	0.0141411960550179	0.0181807686462086	-0.0616379380302246	-0.262532422876248	-0.0972748582296128
"hsa-miR-371a-3p"	"hsa-mir-371a"	0.16	0.11	0.0800000000000001	0	0	0	0	0	37	1	3	1	0.126729444988624	0.124552220662824	0.679606041896009	0.312322024464107	0.389356326945661	0.627797941589075	-0.71836260803157	0.0220495009547815	-0.190775048168964	0.164335175178723
"hsa-miR-371b-3p"	"hsa-mir-371b"	0.15	0.14	0.19	0.15	0	0	0	0	2	2	4	2	0.306638574850265	0.375144624565253	0.705353473751245	0.381128402761614	0.424812316165928	0.171026319075897	0.0380102311021436	-0.00615539293431916	-0.0480119500400147	-0.112341030266783
"hsa-miR-372-3p"	"hsa-mir-372"	0.67	0.4	0.28	0	0	0	0	0	186	9	7	0	0.0148688803717937	0.249746669618028	0.3915244767223	0.0738257458105103	0.512989195978069	2.21608136410216	-0.243555481873826	0.149785959601906	-0.858452788920492	-0.265916860239071
"hsa-miR-373-3p"	"hsa-mir-373"	0.85	0.52	0.35	0.18	0	1	0	0	213	25	8	1	0.00105048914721987	0.321166089369891	0.492860468300991	0.137218523506054	0.463780268283124	2.28954187504522	-0.123166056206497	0.11576161764542	-0.505545358286137	-0.0439033094776852
"hsa-miR-374a-3p"	"hsa-mir-374a"	664	704	476	664	738	871	612.5	626	2001	2155	1522	1955	0.116664354468709	0.434890186462934	0.674237926360418	0.487389716182781	0.613923338623726	0.135624029139259	0.0175122032378128	0.0299233611072584	0.00159055688532538	-0.0176196263852631
"hsa-miR-374b-3p"	"hsa-mir-374b"	36.3	41.2	33.1	36.7	39	42	40.5	34	90	138	109	80	0.174350376151159	0.380977892076082	0.732316776048981	0.409106811503487	0.344146833451067	0.135154730407936	0.0395665335456827	-0.0136906408295434	-0.0288136952152615	-0.0976795029314938
"hsa-miR-374c-3p"	"hsa-mir-374c"	0.37	0.3	0.31	0.22	0	1	0	0	4	3	2	2	0.149638038826501	0.357794329103968	0.684895444397823	0.43030246041096	0.533493582559707	0.393417477162071	0.0696311017593696	0.0241012636778816	-0.0124986231650985	-0.0669519694587857
"hsa-miR-376b-3p"	"hsa-mir-376b"	4.89	5.01	4.36	4.91	5	4	6	6	57	11	31	14	0.307443807032333	0.4057919224545	0.638817853788949	0.389433722659542	0.69134572288776	-0.0658893500774862	-0.0353626198967671	-0.0385151698778574	-0.0419097126492135	0.0513516234932014
"hsa-miR-376c-3p"	"hsa-mir-376c"	26	37	25.4	47.9	27	49	36	49	257	110	91	129	0.505564411565048	0.0475497488339627	0.640293401125099	0.115922860828188	0.65696623763228	-0.00421179931375291	0.40465350882224	-0.035417601450702	0.209605194848822	-0.00958296566480016
"hsa-miR-377-3p"	"hsa-mir-377"	8.9	12.5	12.7	14.5	9	13	13.5	15	77	29	76	37	0.280030647859822	0.407824670147156	0.349743830708197	0.482933342163976	0.644172257765805	-0.0901679411632078	0.0348435280732578	-0.138181085485881	-0.00343546282933035	-0.0112775541926894
"hsa-miR-378a-3p"	"hsa-mir-378a"	13399	19899	13499	59299	14281	37626	15236	58564	38623	61872	38983	140481	0.00187835883822297	0.000213841901450159	0.751573691752025	1.23565869053966e-07	0.742289854984452	-0.648065219322668	0.670075193527769	-0.00125400123015283	1.41972946773714	0.565582984487742
"hsa-miR-379-3p"	"hsa-mir-379"	3.51	5.51	5.27	4.82	3	5	6	5	33	17	17	13	0.411071691571957	0.0500752465717129	0.399260254226447	0.477193634456455	0.467087986851594	0.0478361183211043	0.461683932954989	-0.0995685264994808	0.00346104733664584	-0.0816809431732987
"hsa-miR-380-3p"	"hsa-mir-380"	1.63	2.34	1.49	1.34	2	2	2	1	11	8	9	7	0.142104068944065	0.3545440001162	0.584925184555291	0.178199948976465	0.179163005504486	0.295300648987116	0.0706601886072015	-0.0574005959495003	-0.200646726262849	-0.369750651405284
"hsa-miR-381-3p"	"hsa-mir-381"	538	864	547	1129	584	928	730.5	1169	3017	3081	2311	2499	0.494103444711066	0.0126098718470642	0.640712011638867	0.00536159367148423	0.683536018338531	-0.0109763779295207	0.564611010568136	-0.0382699942429969	0.449280830085302	0.00461482313626666
"hsa-miR-382-3p"	"hsa-mir-382"	8.34	10.6	9.2	8.67	9	7	13.5	9	54	34	53	22	0.447039998285337	0.451298522875263	0.0400444667036918	0.0478492335218714	0.57219248992193	0.0022524793190011	-0.00607593724989355	-0.291721314409448	-0.349891088065385	-0.0384600803133396
"hsa-miR-3912-3p"	"hsa-mir-3912"	12.7	16	10.4	18.3	14	33	12	19	60	51	30	48	0.0051254641717452	6.26430786033204e-05	0.607988344504767	0.00162828224484772	0.629800182665068	0.466912762935771	0.864815166536266	0.0354856987724256	0.479389033319971	-0.0438854522424526
"hsa-miR-3928-3p"	"hsa-mir-3928"	1.39	0.87	1.19	1.4	2	1	1	2	7	2	9	4	0.01430228512109	0.0430459569097528	0.658164507883083	0.457731603727389	0.73224287522025	-0.865330922079336	-0.685995241679141	-0.0334643188773838	-0.0170194250045712	0.73646227175069
"hsa-miR-3940-3p"	"hsa-mir-3940"	2.01	1.62	1.87	2.49	2	1	2	3	12	6	9	8	0.0485566621493309	0.164901913034742	0.672450968481073	0.452217858202897	0.175584630583859	-0.401301439648454	-0.303622742916013	0.0357288899442469	0.0202456224395325	0.372636979671614
"hsa-miR-3942-3p"	"hsa-mir-3942"	0.98	0.57	0.74	1.27	1	0	1	1	14	3	11	6	0.00431252088027516	0.0214688612842951	0.723455756924923	0.405302022858816	0.734027786747608	-1.22108672479639	-1.10807552813351	-0.00719920557618515	0.0454063809222956	1.12528254539063
"hsa-miR-3944-3p"	"hsa-mir-3944"	0.5	0.65	0.23	0.35	0	1	0	0	3	3	4	3	0.295212165284468	0.345619801385522	0.598098821071239	0.238023988342076	0.384312882185407	0.150269969827095	0.0809141254852578	-0.0544553363673836	-0.210796842997528	-0.158608316146248
"hsa-miR-409-3p"	"hsa-mir-409"	419	445	507	392	431	350	547	356	2141	849	1386	697	0.498949395720024	0.398222160177194	0.601467365450566	0.00952070735402139	0.672467157159802	-0.00910436487105745	-0.0379585176050689	-0.0458734251183334	-0.357401029239719	-0.00447998037691095
"hsa-miR-410-3p"	"hsa-mir-410"	219	258	225	242	244	215	261	245	969	890	830	608	0.507365448209797	0.440758598749641	0.597241647125735	0.459037023991514	0.664084118664335	0.00236726298837822	0.0154476765019282	-0.0471485782290802	-0.0176368697131651	-0.00753630184434605
"hsa-miR-411-3p"	"hsa-mir-411"	7.1	8.41	7.58	8.47	8	12	8	9	40	40	28	17	0.215345953212136	0.245371507249925	0.255062684920413	0.489767092409992	0.363056808675591	0.118262077455381	0.197728273099097	-0.173904900947852	-0.00224778578456957	-0.114653171318498
"hsa-miR-423-3p"	"hsa-mir-423"	4079	3129	3489	3689	3880	2776	3721.5	3508	13612	6449	7617	8171	0.375445950129672	0.0725912158506047	0.482880971416566	0.490564463540498	0.114092138568493	-0.0465453383939032	-0.287411685779748	0.0699708591178052	0.00257473832501747	0.278495064231787
"hsa-miR-424-3p"	"hsa-mir-424"	84.6	90.7	72.7	32.4	84	113	88	32	449	321	315	93	7.61409229635593e-07	0.443536080680453	0.664719380467701	8.05451396655294e-07	0.673224124469909	1.26160487047008	0.0130668493848158	0.0281599256083723	-1.04077299860746	-1.11647909642395
"hsa-miR-425-3p"	"hsa-mir-425"	147	105	142	132	143	79	138.5	135	539	161	381	260	0.000199248016224442	0.00222413043905285	0.707929259975489	0.471233074077472	0.745201898083079	-0.572853334199921	-0.608425485986817	-0.020193109350121	-0.0122003880002706	0.61154409847735
"hsa-miR-431-3p"	"hsa-mir-431"	3.89	3.8	4.04	3.49	4	4	4	4	12	7	15	13	0.276586774867637	0.397053939025365	0.290493463754096	0.473559970374962	0.710534046554384	-0.102713207735038	-0.0424596802471555	-0.105328462761977	-0.00949807859432821	0.0811783897271224
"hsa-miR-432-3p"	"hsa-mir-432"	0.17	0.36	0.18	0.24	0	1	0	0	2	3	2	2	0.0682065796332504	0.0123127324659699	0.730668709047063	0.200782482442513	0.580654527226835	0.618416801300686	1.11211938565955	0.00897382110064903	0.281891309425717	-0.204419527866541
"hsa-miR-433-3p"	"hsa-mir-433"	6.91	8.07	9.3	9.9	6	6	12	11	35	22	29	20	0.035814475208747	0.457751770170224	0.445266020937507	0.384528714560077	0.694775404926966	-0.369479280921136	-0.0135249411091081	-0.112317513641699	-0.0407051813742712	0.0263142761416766
"hsa-miR-4423-3p"	"hsa-mir-4423"	0.11	0.19	0.16	0.0900000000000001	0	0	0	0	7	13	2	1	0.0533192946037137	0.111703883283486	0.655414303632429	0.389738713672032	0.246101667679009	1.22179884423566	0.784302775462419	-0.0278259735016677	-0.0587329420926526	-0.442959303588155
"hsa-miR-4446-3p"	"hsa-mir-4446"	3.3	1.79	2.87	5.36	3	0	3.5	6	31	7	20	14	1.52931783771788e-06	0.00328457088707663	0.676791432044458	0.339732594651396	0.00113512147528546	-1.5924059723056	-1.55942249200103	0.0331206800561947	0.075947690690751	1.60715013872076
"hsa-miR-4474-3p"	"hsa-mir-4474"	1.55	0.85	1.66	1.56	1	0	1	2	10	2	12	6	0.0005462307540345	0.000246078761195828	0.706463174941461	0.329473638126263	0.735546715664613	-1.3523209535954	-1.62843463155418	-0.0213951006437289	-0.0894680022366573	1.07316034619772
"hsa-miR-4482-3p"	"hsa-mir-4482"	0.51	0.54	0.74	0.68	0	0	0	0	6	11	10	14	0.456780700117936	0.287746552179702	0.615711035751414	0.401160844046596	0.61624639409361	0.0180816844779849	0.16054332182812	-0.0633125042506536	0.0582727888457724	0.0131820637024782
"hsa-miR-4520a-3p"	"hsa-mir-4520a"	0.2	0.26	0.27	0.18	0	0	0	0	1	2	6	2	0.289367687115399	0.288866645768906	0.573682428639374	0.319358434064519	0.266433840270604	0.18261148351933	0.170888309848917	-0.0656150526414513	-0.143845303354168	-0.338148110656811
"hsa-miR-4520b-3p"	"hsa-mir-4520b"	0.13	0.19	0.38	0.16	0	0	0	0	1	1	4	1	0.378787083047675	0.261649221510998	0.42490082794728	0.247936142567496	0.261454155266739	0.0809186671234589	0.194839460953188	-0.139387714837745	-0.238805739966763	-0.356089458905631
"hsa-miR-4524a-3p"	"hsa-mir-4524a"	0.3	1.74	0.31	1	0	9	0	1	5	17	4	4	7.71967462929283e-06	3.16271810013424e-07	0.695098243778332	0.00413546630673318	0.00445185551527914	1.71182321551238	2.5377800145386	-0.00925515793179563	0.911719236234128	-1.43978356742242
"hsa-miR-4529-3p"	"hsa-mir-4529"	0.16	0.23	0.0800000000000001	0.13	0	0	0	0	3	5	1	1	0.0540434283840702	0.147430764587546	0.672614021067112	0.372007613648443	0.563152351759007	0.956042898146317	0.440992444664597	0.0307566558619671	0.0514814297549751	-0.257638309777208
"hsa-miR-454-3p"	"hsa-mir-454"	441	332	403	442	468	239	424	468	1343	718	801	625	0.0039234499273272	0.0326257271172836	0.756090388188967	0.485810466551662	0.01183930656803	-0.415590723363181	-0.343221213963745	0.00109959415799187	0.00535125894603203	0.488557921003929
"hsa-miR-455-3p"	"hsa-mir-455"	96.8	193	79.3	61.6	111	665	98.5	62	434	1052	565	150	1.14794793326959e-07	2.05591454848662e-07	0.752567707700926	0.000438081865138073	0.677516746012754	2.16616991150702	1.4237237744663	0.0010871510327423	-0.641819140749803	-2.14102551997601
"hsa-miR-4632-3p"	"hsa-mir-4632"	0.0600000000000001	0.16	0.11	0.0600000000000001	0	0	0	0	1	2	2	1	0.334973016535003	0.177965168747485	0.509393257273654	0.362724751545811	0.293384254491585	0.146800258358573	0.412884227044252	-0.0887384581667134	-0.0930861986038869	-0.330219266874898
"hsa-miR-4638-3p"	"hsa-mir-4638"	1.22	0.76	1.01	0.55	2	0	1	0	9	2	8	4	0.226342835636809	0.0613703441899629	0.653168213313354	0.0750271233932373	0.69957002533576	-0.237356625092839	-0.816464962746113	-0.0328775292356264	-0.474117948089392	0.305206915966879
"hsa-miR-4640-3p"	"hsa-mir-4640"	1.03	0.53	1.44	0.62	1	0	1	0	9	2	14	6	0.195595313788201	0.0367402771191221	0.680683058883401	0.121165275483194	0.689330464426351	-0.285182241206118	-0.902167141841296	-0.02606958140903	-0.385531215976638	0.278009336105134
